"id","userid","itemid","trading","tradecost","date","tradedate","fav","custom_name"
"108","45","670","0","0","0","0","0",NULL
"109","45","895","0","0","0","0","0",NULL
"110","45","671","0","0","0","0","0",NULL
"111","45","793","0","0","0","0","0",NULL
"112","45","794","0","0","0","0","0",NULL
"113","45","795","0","0","0","0","0",NULL
"114","45","796","0","0","0","0","0",NULL
"115","45","797","0","0","0","0","0",NULL
"116","45","798","0","0","0","0","0",NULL
"117","45","672","0","0","0","0","0",NULL
"118","45","764","0","0","0","0","0",NULL
"119","45","852","0","0","0","0","0",NULL
"120","45","897","0","0","0","0","0",NULL
"121","45","799","0","0","0","0","0",NULL
"122","45","898","0","0","0","0","0",NULL
"123","45","853","0","0","0","0","0",NULL
"124","45","673","0","0","0","0","0",NULL
"125","45","854","0","0","0","0","0",NULL
"126","45","855","0","0","0","0","0",NULL
"127","45","675","0","0","0","0","0",NULL
"128","45","676","0","0","0","0","0",NULL
"129","45","677","0","0","0","0","0",NULL
"130","45","800","0","0","0","0","0",NULL
"131","45","801","0","0","0","0","0",NULL
"132","45","856","0","0","0","0","0",NULL
"133","45","768","0","0","0","0","0",NULL
"134","45","899","0","0","0","0","0",NULL
"135","45","900","0","0","0","0","0",NULL
"136","45","682","0","0","0","0","0",NULL
"137","45","683","0","0","0","0","0",NULL
"138","45","802","0","0","0","0","0",NULL
"139","45","803","0","0","0","0","0",NULL
"140","45","901","0","0","0","0","0",NULL
"141","45","902","0","0","0","0","0",NULL
"142","45","804","0","0","0","0","0",NULL
"143","45","685","0","0","0","0","0",NULL
"144","45","903","0","0","0","0","0",NULL
"145","45","904","0","0","0","0","0",NULL
"146","45","805","0","0","0","0","0",NULL
"147","45","771","0","0","0","0","0",NULL
"148","45","858","0","0","0","0","0",NULL
"149","45","905","0","0","0","0","0",NULL
"150","45","686","0","0","0","0","0",NULL
"151","45","906","0","0","0","0","0",NULL
"152","45","687","0","0","0","0","0",NULL
"153","45","859","0","0","0","0","0",NULL
"154","45","806","0","0","0","0","0",NULL
"155","45","807","0","0","0","0","0",NULL
"156","45","688","0","0","0","0","0",NULL
"157","45","689","0","0","0","0","0",NULL
"158","45","690","0","0","0","0","0",NULL
"159","45","907","0","0","0","0","0",NULL
"160","45","691","0","0","0","0","0",NULL
"161","45","776","0","0","0","0","0",NULL
"162","45","692","0","0","0","0","0",NULL
"163","45","693","0","0","0","0","0",NULL
"164","45","696","0","0","0","0","0",NULL
"165","45","908","0","0","0","0","0",NULL
"166","45","860","0","0","0","0","0",NULL
"167","45","861","0","0","0","0","0",NULL
"168","45","862","0","0","0","0","0",NULL
"169","45","697","0","0","0","0","0",NULL
"170","45","909","0","0","0","0","0",NULL
"171","45","808","0","0","0","0","0",NULL
"172","45","698","0","0","0","0","0",NULL
"173","45","809","0","0","0","0","0",NULL
"174","45","810","0","0","0","0","0",NULL
"175","45","863","0","0","0","0","0",NULL
"176","45","699","0","0","0","0","0",NULL
"177","45","911","0","0","0","0","0",NULL
"178","45","811","0","0","0","0","0",NULL
"179","45","912","0","0","0","0","0",NULL
"180","45","700","0","0","0","0","0",NULL
"181","45","913","0","0","0","0","0",NULL
"182","45","864","0","0","0","0","0",NULL
"183","45","812","0","0","0","0","0",NULL
"184","45","813","0","0","0","0","0",NULL
"185","45","701","0","0","0","0","0",NULL
"186","45","865","0","0","0","0","0",NULL
"187","45","702","0","0","0","0","0",NULL
"188","45","814","0","0","0","0","0",NULL
"189","45","704","0","0","0","0","0",NULL
"190","45","815","0","0","0","0","0",NULL
"191","45","816","0","0","0","0","0",NULL
"192","45","817","0","0","0","0","0",NULL
"193","45","705","0","0","0","0","0",NULL
"194","45","706","0","0","0","0","0",NULL
"195","45","818","0","0","0","0","0",NULL
"196","45","914","0","0","0","0","0",NULL
"197","45","819","0","0","0","0","0",NULL
"198","45","820","0","0","0","0","0",NULL
"199","45","779","0","0","0","0","0",NULL
"200","45","710","0","0","0","0","0",NULL
"201","45","711","0","0","0","0","0",NULL
"202","45","712","0","0","0","0","0",NULL
"203","45","713","0","0","0","0","0",NULL
"204","45","714","0","0","0","0","0",NULL
"205","45","821","0","0","0","0","0",NULL
"206","45","866","0","0","0","0","0",NULL
"207","45","715","0","0","0","0","0",NULL
"208","45","716","0","0","0","0","0",NULL
"209","45","916","0","0","0","0","0",NULL
"210","45","867","0","0","0","0","0",NULL
"211","45","868","0","0","0","0","0",NULL
"212","45","718","0","0","0","0","0",NULL
"213","45","917","0","0","0","0","0",NULL
"214","45","869","0","0","0","0","0",NULL
"215","45","822","0","0","0","0","0",NULL
"216","45","870","0","0","0","0","0",NULL
"217","45","823","0","0","0","0","0",NULL
"218","45","918","0","0","0","0","0",NULL
"219","45","871","0","0","0","0","0",NULL
"220","45","919","0","0","0","0","0",NULL
"221","45","872","0","0","0","0","0",NULL
"222","45","824","0","0","0","0","0",NULL
"223","45","873","0","0","0","0","0",NULL
"224","45","722","0","0","0","0","0",NULL
"225","45","723","0","0","0","0","0",NULL
"226","45","920","0","0","0","0","0",NULL
"227","45","874","0","0","0","0","0",NULL
"228","45","724","0","0","0","0","0",NULL
"229","45","921","0","0","0","0","0",NULL
"230","45","875","0","0","0","0","0",NULL
"231","45","725","0","0","0","0","0",NULL
"232","45","726","0","0","0","0","0",NULL
"233","45","727","0","0","0","0","0",NULL
"234","45","825","0","0","0","0","0",NULL
"235","45","826","0","0","0","0","0",NULL
"236","45","827","0","0","0","0","0",NULL
"237","45","729","0","0","0","0","0",NULL
"238","45","828","0","0","0","0","0",NULL
"239","45","876","0","0","0","0","0",NULL
"240","45","829","0","0","0","0","0",NULL
"241","45","877","0","0","0","0","0",NULL
"242","45","830","0","0","0","0","0",NULL
"243","45","731","0","0","0","0","0",NULL
"244","45","732","0","0","0","0","0",NULL
"245","45","831","0","0","0","0","0",NULL
"246","45","879","0","0","0","0","0",NULL
"247","45","922","0","0","0","0","0",NULL
"248","45","737","0","0","0","0","0",NULL
"249","45","736","0","0","0","0","0",NULL
"250","45","832","0","0","0","0","0",NULL
"251","45","923","0","0","0","0","0",NULL
"252","45","880","0","0","0","0","0",NULL
"253","45","738","0","0","0","0","0",NULL
"254","45","739","0","0","0","0","0",NULL
"255","45","740","0","0","0","0","0",NULL
"256","45","741","0","0","0","0","0",NULL
"257","45","743","0","0","0","0","0",NULL
"258","45","833","0","0","0","0","0",NULL
"259","45","744","0","0","0","0","0",NULL
"260","45","834","0","0","0","0","0",NULL
"261","45","835","0","0","0","0","0",NULL
"262","45","836","0","0","0","0","0",NULL
"263","45","745","0","0","0","0","0",NULL
"264","45","748","0","0","0","0","0",NULL
"265","45","924","0","0","0","0","0",NULL
"266","45","749","0","0","0","0","0",NULL
"267","45","837","0","0","0","0","0",NULL
"268","45","838","0","0","0","0","0",NULL
"269","45","925","0","0","0","0","0",NULL
"270","45","881","0","0","0","0","0",NULL
"271","45","750","0","0","0","0","0",NULL
"272","45","839","0","0","0","0","0",NULL
"273","45","926","0","0","0","0","0",NULL
"274","45","840","0","0","0","0","0",NULL
"275","45","751","0","0","0","0","0",NULL
"276","45","752","0","0","0","0","0",NULL
"277","45","841","0","0","0","0","0",NULL
"278","45","882","0","0","0","0","0",NULL
"279","45","928","0","0","0","0","0",NULL
"280","45","842","0","0","0","0","0",NULL
"281","45","753","0","0","0","0","0",NULL
"282","45","843","0","0","0","0","0",NULL
"283","45","930","0","0","0","0","0",NULL
"284","45","931","0","0","0","0","0",NULL
"285","45","844","0","0","0","0","0",NULL
"286","45","932","0","0","0","0","0",NULL
"287","45","754","0","0","0","0","0",NULL
"288","45","755","0","0","0","0","0",NULL
"289","45","845","0","0","0","0","0",NULL
"290","45","933","0","0","0","0","0",NULL
"291","45","790","0","0","0","0","0",NULL
"292","45","791","0","0","0","0","0",NULL
"293","45","846","0","0","0","0","0",NULL
"294","45","883","0","0","0","0","0",NULL
"295","45","934","0","0","0","0","0",NULL
"296","45","758","0","0","0","0","0",NULL
"297","45","847","0","0","0","0","0",NULL
"298","45","848","0","0","0","0","0",NULL
"299","45","849","0","0","0","0","0",NULL
"300","45","935","0","0","0","0","0",NULL
"301","45","290","0","0","0","0","0",NULL
"302","45","394","0","0","0","0","0",NULL
"303","45","1515","0","0","0","0","0",NULL
"304","45","1585","0","0","0","0","0",NULL
"305","45","572","0","0","0","0","0",NULL
"306","45","1950","0","0","0","0","0",NULL
"307","45","516","0","0","0","0","0",NULL
"308","45","1606","0","0","0","0","0",NULL
"309","45","169","0","0","0","0","0",NULL
"310","45","18","0","0","0","0","0",NULL
"311","45","1951","0","0","0","0","0",NULL
"312","45","395","0","0","0","0","0",NULL
"313","45","634","0","0","0","0","0",NULL
"314","45","173","0","0","0","0","0",NULL
"315","45","90","0","0","0","0","0",NULL
"316","45","91","0","0","0","0","0",NULL
"317","45","409","0","0","0","0","0",NULL
"318","45","417","0","0","0","0","0",NULL
"319","45","585","0","0","0","0","0",NULL
"320","45","1409","0","0","0","0","0",NULL
"321","45","396","0","0","0","0","0",NULL
"322","45","397","0","0","0","0","0",NULL
"323","45","28","0","0","0","0","0",NULL
"324","45","1290","0","0","0","0","0",NULL
"325","45","131","0","0","0","0","0",NULL
"326","45","34","0","0","0","0","0",NULL
"327","45","39","0","0","0","0","0",NULL
"328","45","35","0","0","0","0","0",NULL
"329","45","36","0","0","0","0","0",NULL
"330","45","399","0","0","0","0","0",NULL
"331","45","1658","0","0","0","0","0",NULL
"332","45","1594","0","0","0","0","0",NULL
"333","45","218","0","0","0","0","0",NULL
"334","45","70","0","0","0","0","0",NULL
"335","45","400","0","0","0","0","0",NULL
"336","45","401","0","0","0","0","0",NULL
"337","45","402","0","0","0","0","0",NULL
"338","45","1307","0","0","0","0","0",NULL
"339","45","182","0","0","0","0","0",NULL
"340","45","293","0","0","0","0","0",NULL
"341","45","610","0","0","0","0","0",NULL
"342","45","1667","0","0","0","0","0",NULL
"343","45","1812","0","0","0","0","0",NULL
"344","45","1804","0","0","0","0","0",NULL
"345","45","1804","0","0","0","0","0",NULL
"346","45","1834","0","0","0","0","0",NULL
"347","45","1805","0","0","0","0","0",NULL
"348","45","274","0","0","0","0","0",NULL
"349","45","1001","0","0","0","0","0",NULL
"350","45","1002","0","0","0","0","0",NULL
"351","45","1003","0","0","0","0","0",NULL
"352","45","942","0","0","0","0","0",NULL
"353","45","965","0","0","0","0","0",NULL
"354","45","955","0","0","0","0","0",NULL
"355","45","956","0","0","0","0","0",NULL
"356","45","957","0","0","0","0","0",NULL
"357","45","939","0","0","0","0","0",NULL
"358","45","947","0","0","0","0","0",NULL
"359","45","949","0","0","0","0","0",NULL
"360","45","966","0","0","0","0","0",NULL
"361","45","941","0","0","0","0","0",NULL
"362","45","963","0","0","0","0","0",NULL
"363","52","1731","0","0","0","0","0",NULL
"364","52","362","0","0","0","0","0",NULL
"365","52","383","0","0","0","0","0",NULL
"366","52","885","0","0","0","0","0",NULL
"367","52","660","0","0","0","0","0",NULL
"368","52","666","0","0","0","0","0",NULL
"369","52","793","0","0","0","0","0",NULL
"370","52","799","0","0","0","0","0",NULL
"371","52","854","0","0","0","0","0",NULL
"372","52","855","0","0","0","0","0",NULL
"373","52","800","0","0","0","0","0",NULL
"374","52","802","0","0","0","0","0",NULL
"375","52","803","0","0","0","0","0",NULL
"376","52","805","0","0","0","0","0",NULL
"377","52","859","0","0","0","0","0",NULL
"378","52","807","0","0","0","0","0",NULL
"379","52","908","0","0","0","0","0",NULL
"380","52","860","0","0","0","0","0",NULL
"381","52","911","0","0","0","0","0",NULL
"382","52","814","0","0","0","0","0",NULL
"383","52","914","0","0","0","0","0",NULL
"384","52","718","0","0","0","0","0",NULL
"385","52","919","0","0","0","0","0",NULL
"386","52","721","0","0","0","0","0",NULL
"387","52","727","0","0","0","0","0",NULL
"388","52","825","0","0","0","0","0",NULL
"389","52","826","0","0","0","0","0",NULL
"390","52","879","0","0","0","0","0",NULL
"391","52","880","0","0","0","0","0",NULL
"392","52","741","0","0","0","0","0",NULL
"393","52","837","0","0","0","0","0",NULL
"394","52","881","0","0","0","0","0",NULL
"395","52","840","0","0","0","0","0",NULL
"396","52","935","0","0","0","0","0",NULL
"397","52","1198","0","0","0","0","0",NULL
"398","52","1639","0","0","0","0","0",NULL
"399","52","516","0","0","0","0","0",NULL
"400","52","87","0","0","0","0","0",NULL
"401","52","62","0","0","0","0","0",NULL
"402","52","635","0","0","0","0","0",NULL
"403","52","116","0","0","0","0","0",NULL
"404","52","1648","0","0","0","0","0",NULL
"405","52","393","0","0","0","0","0",NULL
"406","52","1506","0","0","0","0","0",NULL
"407","52","157","0","0","0","0","0",NULL
"408","52","44","0","0","0","0","0",NULL
"409","52","1740","0","0","0","0","0",NULL
"410","52","1007","0","0","0","0","0",NULL
"411","52","1001","0","0","0","0","0",NULL
"412","52","1002","0","0","0","0","0",NULL
"413","150","1718","0","0","0","0","0",NULL
"414","150","342","0","0","0","0","0",NULL
"415","150","346","0","0","0","0","0",NULL
"416","150","358","0","0","0","0","0",NULL
"417","150","658","0","0","0","0","0",NULL
"418","150","885","0","0","0","0","0",NULL
"419","150","886","0","0","0","0","0",NULL
"420","150","660","0","0","0","0","0",NULL
"421","150","762","0","0","0","0","0",NULL
"422","150","663","0","0","0","0","0",NULL
"423","150","891","0","0","0","0","0",NULL
"424","150","666","0","0","0","0","0",NULL
"425","150","894","0","0","0","0","0",NULL
"426","150","895","0","0","0","0","0",NULL
"427","150","793","0","0","0","0","0",NULL
"428","150","794","0","0","0","0","0",NULL
"429","150","795","0","0","0","0","0",NULL
"430","150","796","0","0","0","0","0",NULL
"431","150","898","0","0","0","0","0",NULL
"432","150","853","0","0","0","0","0",NULL
"433","150","673","0","0","0","0","0",NULL
"434","150","800","0","0","0","0","0",NULL
"435","150","801","0","0","0","0","0",NULL
"436","150","802","0","0","0","0","0",NULL
"437","150","684","0","0","0","0","0",NULL
"438","150","803","0","0","0","0","0",NULL
"439","150","859","0","0","0","0","0",NULL
"440","150","806","0","0","0","0","0",NULL
"441","150","807","0","0","0","0","0",NULL
"442","150","907","0","0","0","0","0",NULL
"443","150","695","0","0","0","0","0",NULL
"444","150","913","0","0","0","0","0",NULL
"445","150","865","0","0","0","0","0",NULL
"446","150","702","0","0","0","0","0",NULL
"447","150","815","0","0","0","0","0",NULL
"448","150","817","0","0","0","0","0",NULL
"449","150","818","0","0","0","0","0",NULL
"450","150","914","0","0","0","0","0",NULL
"451","150","709","0","0","0","0","0",NULL
"452","150","718","0","0","0","0","0",NULL
"453","150","728","0","0","0","0","0",NULL
"454","150","825","0","0","0","0","0",NULL
"455","150","829","0","0","0","0","0",NULL
"456","150","733","0","0","0","0","0",NULL
"457","150","879","0","0","0","0","0",NULL
"458","150","923","0","0","0","0","0",NULL
"459","150","739","0","0","0","0","0",NULL
"460","150","744","0","0","0","0","0",NULL
"461","150","834","0","0","0","0","0",NULL
"462","150","745","0","0","0","0","0",NULL
"463","150","882","0","0","0","0","0",NULL
"464","150","754","0","0","0","0","0",NULL
"465","150","845","0","0","0","0","0",NULL
"466","150","934","0","0","0","0","0",NULL
"467","150","935","0","0","0","0","0",NULL
"468","150","290","0","0","0","0","0",NULL
"469","150","2","0","0","0","0","0",NULL
"470","150","5","0","0","0","0","0",NULL
"471","150","429","0","0","0","0","0",NULL
"472","150","430","0","0","0","0","0",NULL
"473","150","11","0","0","0","0","0",NULL
"474","150","13","0","0","0","0","0",NULL
"475","150","1616","0","0","0","0","0",NULL
"476","150","1259","0","0","0","0","0",NULL
"477","150","17","0","0","0","0","0",NULL
"478","150","20","0","0","0","0","0",NULL
"479","150","23","0","0","0","0","0",NULL
"480","150","1611","0","0","0","0","0",NULL
"481","150","291","0","0","0","0","0",NULL
"482","150","1692","0","0","0","0","0",NULL
"483","150","37","0","0","0","0","0",NULL
"484","150","1267","0","0","0","0","0",NULL
"486","150","53","0","0","0","0","0",NULL
"487","150","293","0","0","0","0","0",NULL
"488","150","1635","0","0","0","0","0",NULL
"489","150","1009","0","0","0","0","0",NULL
"490","150","1010","0","0","0","0","0",NULL
"491","117","1730","0","0","0","0","0",NULL
"492","117","307","0","0","0","0","0",NULL
"493","117","327","0","0","0","0","0",NULL
"494","117","885","0","0","0","0","0",NULL
"495","117","660","0","0","0","0","0",NULL
"496","117","914","0","0","0","0","0",NULL
"497","117","718","0","0","0","0","0",NULL
"498","117","879","0","0","0","0","0",NULL
"499","117","935","0","0","0","0","0",NULL
"500","117","430","0","0","0","0","0",NULL
"501","117","1010","0","0","0","0","0",NULL
"502","112","1718","0","0","0","0","0",NULL
"503","112","568","0","0","0","0","0",NULL
"504","112","560","0","0","0","0","0",NULL
"505","112","263","0","0","0","0","0",NULL
"506","112","307","0","0","0","0","0",NULL
"507","112","309","0","0","0","0","0",NULL
"508","112","317","0","0","0","0","0",NULL
"509","112","325","0","0","0","0","0",NULL
"510","112","330","0","0","0","0","0",NULL
"511","112","339","0","0","0","0","0",NULL
"512","112","346","0","0","0","0","0",NULL
"513","112","318","0","0","0","0","0",NULL
"514","112","354","0","0","0","0","0",NULL
"515","112","367","0","0","0","0","0",NULL
"516","112","658","0","0","0","0","0",NULL
"517","112","884","0","0","0","0","0",NULL
"518","112","885","0","0","0","0","0",NULL
"519","112","886","0","0","0","0","0",NULL
"520","112","660","0","0","0","0","0",NULL
"521","112","661","0","0","0","0","0",NULL
"522","112","663","0","0","0","0","0",NULL
"523","112","892","0","0","0","0","0",NULL
"524","112","666","0","0","0","0","0",NULL
"525","112","894","0","0","0","0","0",NULL
"526","112","895","0","0","0","0","0",NULL
"527","112","793","0","0","0","0","0",NULL
"528","112","794","0","0","0","0","0",NULL
"529","112","795","0","0","0","0","0",NULL
"530","112","897","0","0","0","0","0",NULL
"531","112","673","0","0","0","0","0",NULL
"532","112","855","0","0","0","0","0",NULL
"533","112","676","0","0","0","0","0",NULL
"534","112","800","0","0","0","0","0",NULL
"535","112","801","0","0","0","0","0",NULL
"536","112","678","0","0","0","0","0",NULL
"537","112","856","0","0","0","0","0",NULL
"538","112","681","0","0","0","0","0",NULL
"539","112","768","0","0","0","0","0",NULL
"540","112","854","0","0","0","0","0",NULL
"541","112","900","0","0","0","0","0",NULL
"542","112","684","0","0","0","0","0",NULL
"543","112","803","0","0","0","0","0",NULL
"544","112","770","0","0","0","0","0",NULL
"545","112","771","0","0","0","0","0",NULL
"546","112","858","0","0","0","0","0",NULL
"547","112","905","0","0","0","0","0",NULL
"548","112","773","0","0","0","0","0",NULL
"549","112","906","0","0","0","0","0",NULL
"550","112","687","0","0","0","0","0",NULL
"551","112","859","0","0","0","0","0",NULL
"552","112","806","0","0","0","0","0",NULL
"553","112","907","0","0","0","0","0",NULL
"554","112","695","0","0","0","0","0",NULL
"555","112","908","0","0","0","0","0",NULL
"556","112","697","0","0","0","0","0",NULL
"557","112","909","0","0","0","0","0",NULL
"558","112","698","0","0","0","0","0",NULL
"559","112","809","0","0","0","0","0",NULL
"560","112","863","0","0","0","0","0",NULL
"561","112","699","0","0","0","0","0",NULL
"562","112","811","0","0","0","0","0",NULL
"563","112","912","0","0","0","0","0",NULL
"564","112","700","0","0","0","0","0",NULL
"565","112","815","0","0","0","0","0",NULL
"566","112","914","0","0","0","0","0",NULL
"567","112","819","0","0","0","0","0",NULL
"568","112","707","0","0","0","0","0",NULL
"569","112","817","0","0","0","0","0",NULL
"570","112","779","0","0","0","0","0",NULL
"571","112","821","0","0","0","0","0",NULL
"572","112","715","0","0","0","0","0",NULL
"573","112","718","0","0","0","0","0",NULL
"574","112","822","0","0","0","0","0",NULL
"575","112","872","0","0","0","0","0",NULL
"576","112","824","0","0","0","0","0",NULL
"577","112","721","0","0","0","0","0",NULL
"578","112","725","0","0","0","0","0",NULL
"579","112","825","0","0","0","0","0",NULL
"580","112","829","0","0","0","0","0",NULL
"581","112","731","0","0","0","0","0",NULL
"582","112","733","0","0","0","0","0",NULL
"583","112","735","0","0","0","0","0",NULL
"584","112","879","0","0","0","0","0",NULL
"585","112","922","0","0","0","0","0",NULL
"586","112","737","0","0","0","0","0",NULL
"587","112","736","0","0","0","0","0",NULL
"588","112","739","0","0","0","0","0",NULL
"589","112","787","0","0","0","0","0",NULL
"590","112","741","0","0","0","0","0",NULL
"591","112","743","0","0","0","0","0",NULL
"592","112","833","0","0","0","0","0",NULL
"593","112","834","0","0","0","0","0",NULL
"594","112","745","0","0","0","0","0",NULL
"595","112","881","0","0","0","0","0",NULL
"596","112","750","0","0","0","0","0",NULL
"597","112","840","0","0","0","0","0",NULL
"598","112","752","0","0","0","0","0",NULL
"599","112","841","0","0","0","0","0",NULL
"600","112","882","0","0","0","0","0",NULL
"601","112","928","0","0","0","0","0",NULL
"602","112","930","0","0","0","0","0",NULL
"603","112","843","0","0","0","0","0",NULL
"604","112","844","0","0","0","0","0",NULL
"605","112","932","0","0","0","0","0",NULL
"606","112","846","0","0","0","0","0",NULL
"607","112","935","0","0","0","0","0",NULL
"608","112","430","0","0","0","0","0",NULL
"609","112","572","0","0","0","0","0",NULL
"610","112","572","0","0","0","0","0",NULL
"611","112","516","0","0","0","0","0",NULL
"612","112","1606","0","0","0","0","0",NULL
"613","112","170","0","0","0","0","0",NULL
"614","112","1313","0","0","0","0","0",NULL
"615","113","20","0","0","0","0","0",NULL
"616","112","1640","0","0","0","0","0",NULL
"617","112","640","0","0","0","0","0",NULL
"618","112","1657","0","0","0","0","0",NULL
"619","112","1376","0","0","0","0","0",NULL
"620","112","1656","0","0","0","0","0",NULL
"621","112","174","0","0","0","0","0",NULL
"622","112","643","0","0","0","0","0",NULL
"623","112","90","0","0","0","0","0","Sid"
"624","112","62","0","0","0","0","0",NULL
"625","112","91","0","0","0","0","0",NULL
"626","112","408","0","0","0","0","0",NULL
"627","112","417","0","0","0","0","0",NULL
"628","112","1188","0","0","0","0","0",NULL
"629","112","1283","0","0","0","0","0",NULL
"630","112","1409","0","0","0","0","0",NULL
"631","112","587","0","0","0","0","0",NULL
"632","112","1432","0","0","0","0","0",NULL
"633","112","1644","0","0","0","0","0",NULL
"634","112","28","0","0","0","0","0",NULL
"635","112","1290","0","0","0","0","0",NULL
"636","112","637","0","0","0","0","0",NULL
"637","112","131","0","0","0","0","0",NULL
"638","112","213","0","0","0","0","0",NULL
"639","112","36","0","0","0","0","0",NULL
"640","112","139","0","0","0","0","0",NULL
"641","112","156","0","0","0","0","0",NULL
"642","112","1658","0","0","0","0","0",NULL
"643","112","1594","0","0","0","0","0",NULL
"644","112","218","0","0","0","0","0",NULL
"645","112","1659","0","0","0","0","0",NULL
"646","112","1660","0","0","0","0","0",NULL
"647","112","1661","0","0","0","0","0",NULL
"648","112","1852","0","0","0","0","0",NULL
"649","112","638","0","0","0","0","0",NULL
"650","112","1472","0","0","0","0","0",NULL
"651","112","1595","0","0","0","0","0",NULL
"652","112","1596","0","0","0","0","0",NULL
"653","112","401","0","0","0","0","0",NULL
"654","112","1324","0","0","0","0","0",NULL
"655","112","1533","0","0","0","0","0",NULL
"656","112","1307","0","0","0","0","0",NULL
"657","112","48","0","0","0","0","0",NULL
"658","112","641","0","0","0","0","0",NULL
"659","112","53","0","0","0","0","0",NULL
"660","112","54","0","0","0","0","0",NULL
