name|imgurUrl
Escarbato|https://i.imgur.com/yyGrHEQ.png
Gato Angora|https://i.imgur.com/fQmPtun.jpg
Gato Asiático|https://i.imgur.com/toFUFUx.jpg
Gato Birmano|https://i.imgur.com/cR4aHix.jpg
Gato Bombay|https://i.imgur.com/66YpKMC.jpg
Gato Esfinge|https://i.imgur.com/9PBDjDN.png
Gato Maine Coon|https://i.imgur.com/lF2ez38.png
Gato Mau Egipcio|https://i.imgur.com/wlU8ses.png
Gato Munchkin|https://i.imgur.com/OauXmC9.png
Gato Noruego|https://i.imgur.com/Zmh2OCs.jpg
Gato Persa|https://i.imgur.com/IOim4Qs.jpg
Gato Snowshoe|https://i.imgur.com/bxO19dF.png
Granian|https://i.imgur.com/ZRh8jRX.png
Hada|https://i.imgur.com/hRE051h.png
Hamster|https://i.imgur.com/6bhbvl3.png
Hurón|https://i.imgur.com/chX8AYL.png
Imp|https://i.imgur.com/Yw6cV1f.png
Jobberknoll|https://i.imgur.com/0erUE4H.png
Kneazle|https://i.imgur.com/aRKgEvi.jpg
Lechuza Boreal|https://i.imgur.com/e1zzraB.jpg
Lechuza Campestre|https://i.imgur.com/PNEU44b.jpg
Lechuza Común|https://i.imgur.com/rGBASpA.jpg
Lechuza Maori|https://i.imgur.com/gbKlKMk.jpg
Lechuza Nevada|https://i.imgur.com/aJGTrlG.jpg
Lechuza Tenebrosa|https://i.imgur.com/iX9gtIo.jpg
Lobo|https://i.imgur.com/hSoCL8n.png
Mapache|https://i.imgur.com/KDk6A32.png
Micropuffpigmeo|https://i.imgur.com/JU6KEGv.jpg
Mini Dragón|https://i.imgur.com/9OPzzf6.png
Mooncalf|https://i.imgur.com/Eks4cML.png
Murciélago albino|https://i.imgur.com/1TX6vJN.png
Murtlap|https://i.imgur.com/R352u7B.png
Nutria|https://i.imgur.com/8iHYeu8.png
Quetzal|https://i.imgur.com/aWbNA9a.png
Panda Rojo|https://i.imgur.com/V0RDWwz.png
Pato|https://i.imgur.com/UEC1QIG.png
Perro Boxer|https://i.imgur.com/LCOuvHi.png
Perro Caniche|https://i.imgur.com/udxD6vp.png
Perro Cavalier Spaniel|https://i.imgur.com/aKs9Z2J.png
Perro Corgi|https://i.imgur.com/YIOfquo.png
Perro Dalmata|https://i.imgur.com/9RgJkG8.png
Perro Doberman|https://i.imgur.com/sc7z6ns.png
Perro Husky Siberiano|https://i.imgur.com/2hPsoCU.jpg
Perro Labrador|https://i.imgur.com/b8DlOlA.jpg
Perro Pastor Alemán|https://i.imgur.com/UzjymQS.jpg
Perro Pinscher Miniatura|https://i.imgur.com/cGuVfIo.jpg
Perro Poodle|https://i.imgur.com/jiKDqgW.png
Perro Pomerania|https://i.imgur.com/hvw07hX.png
Perro Pug|https://i.imgur.com/4AngywH.jpg
Perro Samoyedo|https://i.imgur.com/wWn5xBj.png
Perro San Bernardo|https://i.imgur.com/6DpCWpO.png
Pez ángel emperador|https://i.imgur.com/mFjeYVb.png
Pez dorado|https://i.imgur.com/WN2rq08.png
Pez payaso|https://i.imgur.com/tgsn4EE.png
Pitón bola|https://i.imgur.com/C0eSJFK.png
Porlock|https://i.imgur.com/Z17OY6m.png
Ramora|https://i.imgur.com/4XICuh7.png
Ranita|https://i.imgur.com/tYkD93t.png
Ratón|https://i.imgur.com/RHJOBhU.png
Salamandra de fuego|https://i.imgur.com/Nna6LiO.jpg
Sapo|https://i.imgur.com/howy1Cw.png
Serpiente del maíz|https://i.imgur.com/KVMtp7e.png
Tarántula|https://i.imgur.com/o4DZndC.png
Tigre|https://i.imgur.com/spdEBD2.png
Zorro|https://i.imgur.com/hKwVyl9.png
Botas de Crecimiento|https://i.imgur.com/J3yS4yX.png
Bufanda de Gryffindor|https://i.imgur.com/geWfa2a.jpg
Bufanda de Hufflepuff|https://i.imgur.com/40TXVnF.jpg
Bufanda de Ravenclaw|https://i.imgur.com/Spe8IdZ.jpg
Bufanda de Slytherin|https://i.imgur.com/zr4tc8J.jpg
Corbata de Gryffindor|https://i.imgur.com/ytHhB2L.jpg
Corbata de Hufflepuff|https://i.imgur.com/x91wmCy.jpg
Corbata de Ravenclaw|https://i.imgur.com/EVeXtnk.jpg
Corbata de Slytherin|https://i.imgur.com/yBovvWH.jpg
Placa de Prefecto de Gryffindor|https://i.imgur.com/9Dq27hA.png
Placa de Prefecto de Hufflepuff|https://i.imgur.com/NR9CQfK.png
Placa de Prefecto de Ravenclaw|https://i.imgur.com/i9j8OwK.png
Placa de Prefecto de Slytherin|https://i.imgur.com/DQoTBCP.png
Sombrero de Estudiante|https://i.imgur.com/9ZWeO3c.jpg
Túnica de Gryffindor|https://i.imgur.com/7rD95uc.jpg
Túnica de Hufflepuff|https://i.imgur.com/jivfb2o.jpg
Túnica de Ravenclaw|https://i.imgur.com/X6g9xcr.jpg
Túnica de Slytherin|https://i.imgur.com/gxKjHlU.jpg
Ábaco|https://i.imgur.com/FZAPuPY.png
Ajedrez de Quidditch|https://i.imgur.com/XGyUXy6.png
Barco Vikingo|https://i.imgur.com/Z2FYTcV.png
Bludger Recorder|https://i.imgur.com/6287FLu.png
Bolso de Quidditch|https://i.imgur.com/PjQKA5P.png
Bolso expansible multi hábitat|https://i.imgur.com/IlLaGS5.png
Caja con réplica de Horrocruxes|https://i.imgur.com/NjXqcCG.png
Cubo de Rubik|https://i.imgur.com/DlKexVl.png
Cúpula de la piedra filosofal|https://i.imgur.com/vaCY6O7.png
Cúpula del héroe|https://i.imgur.com/NzfHdnu.png
Cúpula del villano|https://i.imgur.com/CaI4QCM.png
Desiluminador|https://i.imgur.com/ZWtimE6.png
Escudo vikingo de Dragón|https://i.imgur.com/rYr0uwy.png
Guía para armar tu invernadero|https://i.imgur.com/PP550jV.png
Guía para la lectura de manos|https://i.imgur.com/W3NXPOW.png
Jarra vikinga|https://i.imgur.com/sQ9XEG1.png
Joyero vikingo|https://i.imgur.com/NVCjz6I.png 
Juego de dados poliédricos|https://i.imgur.com/b6VMwVU.png
Kit completo de jardineria|https://i.imgur.com/kQCfYKo.png
Kit de mini-cohetes espaciales|https://i.imgur.com/vTcczS3.png
Kit de protecciones para magizoologos|https://i.imgur.com/UqjzMhs.png
Libro de Numerología|https://i.imgur.com/OHInXpW.png
Lluvia de meteoritos|https://i.imgur.com/LLEk4Mp.png
Medikit para criaturas de X / XX|https://i.imgur.com/xuLiCeA.png
Medikit para criaturas de XXX / XXXX|https://i.imgur.com/L9NzSKM.png
Mini-equipo de cine|https://i.imgur.com/frHl7Yw.png
Mini-estadio que reproduce partidos|https://i.imgur.com/10oLVJV.png
Mini galaxia luminosa|https://i.imgur.com/s5Ag53S.png
Mini-réplica de sauce boxeador|https://i.imgur.com/2sPEUKq.png
Mini-reproductor de las guerras mágicas|https://i.imgur.com/CXpJWcZ.png
Péndulo Mágico|https://i.imgur.com/hT7PX9P.png
Pizarra mágica|https://i.imgur.com/mFcBZr8.png
Proyector de estrellas|https://i.imgur.com/VnVK4CB.png
Pulsera vikinga Fenrir|https://i.imgur.com/LY8wyWc.png
Replica de transporte público|https://i.imgur.com/hMOjO9i.png
Reproductor de música|https://i.imgur.com/i7A62ME.png
Set de adivinación|https://i.imgur.com/tc4UumR.png
Set de alimento para criaturas|https://i.imgur.com/StOpIRq.png
Set de Cartomancia|https://i.imgur.com/Vig747R.png
Set de estrellas luminiscentes|https://i.imgur.com/ewZMYjh.png
Set de inciensos|https://i.imgur.com/hJQXmTr.png
Set de semillas|https://i.imgur.com/yLmmu3G.png
Set inicial de cinco plantas|https://i.imgur.com/b8AQqmq.png
Tocadiscos|https://i.imgur.com/23ZhHXk.png
Uniforme de Quidditch|https://i.imgur.com/BnEWB0Y.png
Barro|https://i.imgur.com/PIKwzAJ.png
Baya de muérdago|https://i.imgur.com/IETQRN1.png
Caldero grande|https://i.imgur.com/ORRDMjp.png
Cáliz de plata|https://i.imgur.com/leprIS4.png
Carbón|https://i.imgur.com/LpruoFm.png
Cazo y mortero|https://i.imgur.com/JvGua6p.png
Cordel dorado|https://i.imgur.com/dmzOO8L.png
Cuchara de plata|https://i.imgur.com/7q1gjik.png
Cuenco con Agua|https://i.imgur.com/ZW8tMoJ.png
Cuenco con Aire|https://i.imgur.com/k6JEmd3.png
Cuenco con Fuego|https://i.imgur.com/UK4ldex.png
Cuenco con Hielo|https://i.imgur.com/KQprBhE.png
Cuenco con Lava|https://i.imgur.com/7BTMcqw.png
Cuenco con Tierra|https://i.imgur.com/03Oiu2Z.png
Cuenco de plata|https://i.imgur.com/nCOyRHl.png
Cuerda gruesa|https://i.imgur.com/MmlFRmU.png
Daga de oro|https://i.imgur.com/t49xlKl.png
Figura de cartón|https://i.imgur.com/eJ8bLE3.png
Higos|https://i.imgur.com/8X1gL2W.png
Laurel|https://i.imgur.com/5NmZLiX.png
Muñeco Vudú|https://i.imgur.com/ixvqLcM.png
Parrilla de metal|https://i.imgur.com/OMIor3k.png
Pelo de demiguise|https://i.imgur.com/KmJCChM.png
Pelo de unicornio|https://i.imgur.com/dkEmGyH.png
Polvo de cuerno de unicornio|https://i.imgur.com/kYamyNZ.png
Polvo de escama de dragón|https://i.imgur.com/fWteheQ.png
Polvo de huesos|https://i.imgur.com/ajL5SJc.png
Polvo de plata|https://i.imgur.com/JDhc7Lm.png
Tapiz|https://i.imgur.com/x0GJxWV.png
Tierra del hogar del muerto|https://i.imgur.com/5hXldhZ.png
Tierra donde fue enterrada la persona|https://i.imgur.com/K8vbY7f.png
Tiza azul|https://i.imgur.com/gG0Zw5K.png
Trozo de tela verde|https://i.imgur.com/XAhwEsF.png
Vasija de arcilla|https://i.imgur.com/H3Qg8vN.png
Vasija de estaño|https://i.imgur.com/EXhct9N.png
Vasija de paja|https://i.imgur.com/2PuWXjq.png
Anillo de Auror|https://i.imgur.com/z2rJe6M.png
Credencial del Ministerio|https://i.imgur.com/yUas3jI.jpg
Placa del Ministerio|https://i.imgur.com/yGQtnRd.jpg
Uniforme de Aurores|https://i.imgur.com/XvHEoY6.png
Botas Resistentes|https://i.imgur.com/F1DFbm0.png
Capa Especial|https://i.imgur.com/kq5LiNn.png
Guantes Resistencia|https://i.imgur.com/h7d4LsH.png
Máscara de Mortífago 1|https://i.imgur.com/u7bGcio.gif
Máscara de Mortífago 2|https://i.imgur.com/EZZV81y.gif
Máscara de Mortífago 3|https://i.imgur.com/rdRkg6z.gif
Máscara de Mortífago 4|https://i.imgur.com/48vsvMq.gif
Máscara de Mortífago 5|https://i.imgur.com/k5P817s.gif
Máscara de Mortífago 6|https://i.imgur.com/OvIVV5d.gif
Máscara de Mortífago 7|https://i.imgur.com/WHGkXC9.gif
Máscara de Mortífago 8|https://i.imgur.com/MCgjGvE.gif
Máscara de Mortífago 9|https://i.imgur.com/5VvOt8y.gif
Máscara de Mortífago 10|https://i.imgur.com/SSkSAV2.gif
Agudizadora de Ingenio|https://i.imgur.com/GanNYpr.png
Alivio de Luna|https://i.imgur.com/L7l2Ich.png
Amortentia|https://i.imgur.com/yuVxqDZ.png
Antídoto contra la mordedura de Doxy|https://i.imgur.com/cJQtNbg.png
Antídoto para Venenos Comunes|https://i.imgur.com/0RRcrav.png
Antídoto para Venenos Tóxicos|https://i.imgur.com/m2sCKZf.png
Antídoto de Glumbumble|https://i.imgur.com/9RBZCeu.png
Antídoto para la invisibilidad|https://i.imgur.com/LptZlUT.png
Bezoar|https://i.imgur.com/eAgj3GA.png
Bloody Howl|https://i.imgur.com/bbTqoLl.png
Brebaje Parlanchín|https://i.imgur.com/YHbpTZb.png
Crecehuesos|https://i.imgur.com/y7svs40.png
Crecepelo|https://i.imgur.com/lcAX0qO.png
Curadora de Forúnculos|https://i.imgur.com/BNIww9i.png
Doxycida|https://i.imgur.com/ACnnCYS.png
Elíxir de Adelgazamiento|https://i.imgur.com/ATM1ppK.png
Elixir para inducir Euforia|https://i.imgur.com/qigGa6E.png
Elixir Térmico|https://i.imgur.com/KoHfhkb.png
Embellecedora|https://i.imgur.com/CQSs7AL.png
Emplasto de Polvo de Plata|https://i.imgur.com/ZWvcOnj.png
Esencia de Díctamo|https://i.imgur.com/DaWtYLH.png
Esencia de Locura|https://i.imgur.com/86aDgEA.png
Escencia de Murtlap|https://i.imgur.com/TPPuHVj.png
Felix Felicis|https://i.imgur.com/o54Rv3c.png
Fertilizante de Estiércol de Dragón|https://i.imgur.com/z7biKGy.png
Filtro de Muertos en Vida|https://i.imgur.com/HSFCLlF.png
Filtro de Paz|https://i.imgur.com/Tm4fAWN.png
Filtro de Revelación|https://i.imgur.com/9vamtXb.png
Filtro Luminiscente|https://i.imgur.com/MMR2GXO.png
Filtro Lunae Lumen|https://i.imgur.com/rYz7NgQ.png
Grasp of Death|https://i.imgur.com/tBtDedB.png
Magi Energos|https://i.imgur.com/LX7bvLT.png
Multijugos|https://i.imgur.com/1kEPEYJ.png
Pócima para Dormir|https://i.imgur.com/Z7R6IF4.png
Poción Aliento de Fuego|https://i.imgur.com/JiZi0Wh.png
Poción Anticonceptiva|https://i.imgur.com/rPHnLuw.png
Poción Calmante|https://i.imgur.com/HTMjhyQ.png
Poción de Concepción Acelerada|https://i.imgur.com/AiZ9Fi5.png
Poción de Crecimiento Acelerado|https://i.imgur.com/B0tY1Kd.png
Poción de Despertares|https://i.imgur.com/lfgDzmp.png
Poción de Erumpent|https://i.imgur.com/TzFgk4h.png
Poción de Invisibilidad|https://i.imgur.com/20u3gxv.png
Poción de la Memoria|https://i.imgur.com/ldkNgXk.png
Poción de la Risa|https://i.imgur.com/rnrljbI.png
Poción de Odio|https://i.imgur.com/j5RMXtV.png
Poción del Olvido|https://i.imgur.com/qsTMBQd.png
Poción de Rejugosidad|https://i.imgur.com/8Qn6dfz.png
Poción Desinfladora|https://i.imgur.com/XhwsIN1.png
Poción Fertilizante|https://i.imgur.com/zLD2YZn.png
Poción Herbicida|https://i.imgur.com/JE6nCfo.png
Poción Herbovitalizante|https://i.imgur.com/FiunEWk.png
Poción Lubricante|https://i.imgur.com/SLH0qfb.png
Poción Nutritiva|https://i.imgur.com/sDNXlcP.png
Poción Oculus|https://i.imgur.com/bFhVvcl.png
Poción para el Dolor de Estómago|https://i.imgur.com/c6dDa9j.png
Poción Pimentónica|https://i.imgur.com/DZvv4Az.png
Poción Protectora contra el Frío|https://i.imgur.com/MFIJhwp.png
Poción Protectora contra las Llamas|https://i.imgur.com/dx4Dh3y.png
Poción Reabastecedora de Sangre|https://i.imgur.com/MdUGLmf.png
Poción Vigorizante|https://i.imgur.com/0GtiFKh.jpg
Poción Volubilis|https://i.imgur.com/U3SIfC6.png
Poción Weedosoros|https://i.imgur.com/L4yLeG6.png
Poción Wiggenweld|https://i.imgur.com/ars6PyU.jpg
Potio Augendae Cellulae|https://i.imgur.com/xg5jIlT.png
Potio Sedatio|https://i.imgur.com/ncSDxCk.png
Potio Sine Somnia|https://i.imgur.com/0UBT4ee.png
Potio Venenum Decipit|https://i.imgur.com/wDvP7Vr.png
Pus de Bulbotubérculo|https://i.imgur.com/5ZeZ8vd.jpg
Sangre para Vampiros|https://i.imgur.com/lCJiQ7p.png
Solución Agrandadora|https://i.imgur.com/zWxv0P1.png
Solución de Celebridad|https://i.imgur.com/bIPaLqc.png
Solución Encogedora|https://i.imgur.com/nO9UMLH.png
Tenebris Prowler|https://i.imgur.com/PRT9aDS.jpg
Ungüento para Heridas|https://i.imgur.com/4NSR4J9.jpg
Ungüento para Quemaduras|https://i.imgur.com/wNAWRTp.png
Vampyris Revelio|https://i.imgur.com/O7Phydt.png
Veritaserum|https://i.imgur.com/29AFHVA.png
Zumo de Mandrágora|https://i.imgur.com/la020XU.jpg
Casa|https://i.imgur.com/w7LJ3vF.jpg
Departamento|https://i.imgur.com/pfcdgrS.jpg
Local Amplio|https://i.imgur.com/YGNqVdb.png
Local Promedio|https://i.imgur.com/v8qXAk1.png
Local Sencillo|https://i.imgur.com/NDIKhwo.png
Mansión|https://i.imgur.com/1OuVJto.gif
Bate|https://i.imgur.com/Z4243cm.png
Coderas|https://i.imgur.com/vUpZ3KU.png
Googles|https://i.imgur.com/eqdLLkr.jpg
Guantes|https://i.imgur.com/ONZ75go.png
Omniculares|https://i.imgur.com/4owd3oj.png
Perneras|https://i.imgur.com/DXuVIZ5.png
Rodilleras|https://i.imgur.com/vBcZtZs.png
Set de Mantenimiento de Quidditch|https://i.imgur.com/qsflCwm.png
Set de Pelotas|https://i.imgur.com/ABBDfEH.png
Auto Volador|https://i.imgur.com/jvG6CxX.png
Bicicleta Voladora|https://i.imgur.com/LRXzK3j.png
Carruaje|https://i.imgur.com/M3ic9ix.png
Escoba Aguila Blanca|https://i.imgur.com/W60HDrv.png
Escoba Arcoiris Estelar|https://i.imgur.com/8dz7LlW.png
Escoba Barredora 2045|https://i.imgur.com/F46MfL8.png
Escoba Canto de Sirena|https://i.imgur.com/n4pEtzF.png
Escoba DarkNight|https://i.imgur.com/qE27E5T.png
Escoba de Gryffindor|https://i.imgur.com/pKgvL8g.png
Escoba de Hufflepuff|https://i.imgur.com/gRNJhoh.png
Escoba de Ravenclaw|https://i.imgur.com/LZInVyv.png
Escoba de Slytherin|https://i.imgur.com/I7kicvq.png
Escoba Interestelar|https://i.imgur.com/aZ74iE3.png
Escoba Nimbus 2051|https://i.imgur.com/8snFc6B.png
Escoba Saeta de Fuego Ultranova|https://i.imgur.com/CxzF69W.png
Escoba Sunshine UltraDeluxe|https://i.imgur.com/QLQ5sBw.png
Moto Voladora|https://i.imgur.com/JfSxHxz.png
Bata Médica|https://i.imgur.com/jcY6hrT.png
Botiquín de Primeros Auxilios|https://i.imgur.com/KPZhHj1.png
Credencial de San Mungo|https://i.imgur.com/44dS5lF.png
Estetoscopio|https://i.imgur.com/EPrmqsF.png
Maletín Médico|https://i.imgur.com/Z4Ldya4.png
Autorización de Aparición|https://i.imgur.com/Jgas5oA.png
Autorización de Magia No Verbal|https://i.imgur.com/qZ0xKOY.png
Autorización Standard|https://i.imgur.com/Igc9yJo.png
Autorización Premium|https://i.imgur.com/v2YWQTy.png
Autorización Luxury|https://i.imgur.com/ydLKE6o.png
Alas multicolor de hada|https://i.imgur.com/VvNxS4o.png
Amuleto de Resistencia contra Quemaduras|https://i.imgur.com/a26SpMC.png
Anillo de Escamas de Dragón|https://i.imgur.com/zCsBenF.png
Arco Decorativo|https://i.imgur.com/L2fmChA.png
Branquialgas|https://i.imgur.com/xLPFQjk.png
Cáscara de Plata|https://i.imgur.com/6U9PWh3.png
Cofre de Oro|https://i.imgur.com/YXnwIIw.png
Cola de Tebo|https://i.imgur.com/EJiIQDQ.png
Colmillo de Basilisco|https://i.imgur.com/qETp9r9.png
Cuerno de Erumpent|https://i.imgur.com/68SAoYt.png
Cuerno de Troll de Río|https://i.imgur.com/1r8Ot24.png
Diente de Chupacabras|https://i.imgur.com/zW4IEnX.png
Doxy (mascota)|https://i.imgur.com/2FdxGjF.png
Ectoplasma|https://i.imgur.com/pMuVzoH.png
Escamas de Kappa|https://i.imgur.com/n0nnqOs.png
Escama de Runespoor|https://i.imgur.com/SaWLUG7.png
Fwooper (mascota)|https://i.imgur.com/t0t85y9.png
Gorro rojo|https://i.imgur.com/39caK1p.png
Grindylow Disecado|https://i.imgur.com/omq9NPq.png
Joyas egipcias|https://i.imgur.com/eIp2HCS.png
Mano de Quintaped|https://i.imgur.com/tCxDPns.png
Melena de Nundu|https://i.imgur.com/mEbUkIJ.png
Melena de Zouwu|https://i.imgur.com/In2YLQa.png
Moneda Brillante|https://i.imgur.com/9KJYHDS.png
Obscurus|https://i.imgur.com/2ZeFSlu.png
Patas de Snallygaster|https://i.imgur.com/C15U2IT.png
Pezuña de Graphorn|https://i.imgur.com/zWyk89q.png
Placa de Azkaban|https://i.imgur.com/W7ZN1H0.png
Pluma de Hipogrifo|https://i.imgur.com/46lKiNQ.png
Pluma de Thunderbird|https://i.imgur.com/S9Y6Zkq.png
Poción de Acónito|https://i.imgur.com/IhwL47t.png
Tablón de Madera|https://i.imgur.com/DsBq9Hq.png
Tentáculo de Murtlap|https://i.imgur.com/JFnxThc.png
Tentáculo de Lethifold|https://i.imgur.com/VNOa0bp.png
Veneno de Acromántula|https://i.imgur.com/piNbiAy.png
Zumo de Horklump|https://i.imgur.com/a23QzVp.png
Agua del río Lethe|https://i.imgur.com/puc4vAb.png
Corazón de dragón|https://i.imgur.com/HBmBhiA.png
Eléboro|https://i.imgur.com/YGD4pN6.png
Hierba de plata|https://i.imgur.com/kezpdOq.png
Melaza de Glumbumble|https://i.imgur.com/aXOQA4e.png
Ojo de pez globo|https://i.imgur.com/6ZAQcxG.png
Polvo de cuerno de erumpent|https://i.imgur.com/zPtDW2M.png
Sangre de Billywig|https://i.imgur.com/J6YdZGh.png
Sangre de dragón|https://i.imgur.com/Hjnx66j.png
Sangre de unicornio|https://i.imgur.com/n5M6so2.png
Semilla de fuego|https://i.imgur.com/a8g3NHa.png
Semilla lunar|https://i.imgur.com/da0fbbm.png
Trozo de cuarzo|https://i.imgur.com/tQEtqYK.png
Trozo de piedra|https://i.imgur.com/8wnmm2M.png
Veneno de acromántula|https://i.imgur.com/paf1DtH.png
Banda elástica|https://i.imgur.com/Yx6EUvK.png
Mapamundi|https://i.imgur.com/vbBUx0G.png
Mechero|https://i.imgur.com/dg27Qpl.png
Pergamino|https://i.imgur.com/BkpwXjq.png
Tela roja|https://i.imgur.com/9jInxiq.png
Tiza blanca|https://i.imgur.com/ymyC3VN.png
Antídoto para filtro de amor|https://i.imgur.com/BKfeWro.png
Antídoto para la Viruela de Dragón|https://i.imgur.com/XiFPxkl.png
Ataúd|https://i.imgur.com/VLivopW.png
Botas antigravitatorias|https://i.imgur.com/Pv3FWca.png
Cadenas de plata|https://i.imgur.com/5cpxQMz.png
Caja Mágica|https://i.imgur.com/u0uzzGs.png
Capa desilusionadora|https://i.imgur.com/27ZBjbV.png
Chaleco antibalas|https://i.imgur.com/6COlIp2.png
